"Title","URL","Review","Rating"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Świetne i przemyślane🧙‍♀️🪄","10.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Super wracać do Hogwartu, nawet jako dorosły bardzo miło zagłębiać się w czarodziejskie klimaty. A jeszcze jak czyta Piotr Fronczewski to zamykam oczy i naprawdę widzę te przepastne komnaty w zamku Hogwartu. Gorąco polecam dla dużych i małych 👍","8.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Drugi tom kultowej powieści. Trójka młodych czarodziejów znów zmierzą się z niebezpieczeństwem. Tym razem dziedzic slitherina próbuje dokonać swojego planu oraz nieznana osoba zakłóca spokój uczniów oraz nauczycieli. Kto to zrobił? Tego oczywiście się dowiemy poznając tę historię.Historia mimo znanej fabuły była wciągająca, kartki same się przewracały. Żałuję tylko, że w filmie nie ma sceny z walentynkami. Mimo wszystko tom godny polecenia.","8.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Bardzo dobra kontynuacja przygód młodego czarodzieja. Książkę przesłuchałem w formie audiobooka i po raz kolejny Piotr Fronczewski sprawdził się znakomicie jako lektor.Wydaje mi się, że serii o Harrym Potterze nie trzeba nikomu polecać.","8.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Mój zachwyt nad ilustrowaną serią o młodym czarodzieju w żadnym stopniu nie słabnie. Jim Kay oddał ducha tej książki w 100%. Bardzo dobrze znana mi historia jest okraszona przepięknymi rysunkami, które idealnie uzupełniają treść znajdującą się na danej stronie. Obowiązkowa pozycja dla każdego Pottermaniaka.","10.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Nigdy nie wyrosnę z Hogwartu.","10.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Druga część historii Chłopca, który przeżył ma o wiele bardziej mroczny klimat niż jej poprzedniczka. To dość dobra powieść, napisana w bardzo lekki sposób, ale nie pozbawiona pewnych mankamentów.Fabuła rozpoczyna się w dzień urodzin Harry’ego, podczas których dochodzi do pewnego incydentu. Efektem wydarzeń jest kolejny przejaw totalnej patologii w bardzo dobrze sytuowanej rodzinie – zamknięcie 12-letniego chłopca w pokoju, zainstalowanie klapki na jedzenie I krat w oknach.Protagonista ucieka w bardzo spektakularny sposób do domu swojego przyjaciela – Ronalda Weasleya. Dalszy ciąg historii dzieje się już w Hogwarcie, w którym dzieją się bardzo niepokojące rzeczy, a główną rolę odgrywa tytułowa Komnata Tajemnic.Odkrywanie kolejnych fragmentów legendy I elementów historii szkoły oraz pewnych bohaterów, do spółki z bardzo lekkim stylem Rowling, wywołuje syndrom „jeszcze jednego rozdziału”. Niestety, druga część przygód Harry’ego jest dość krótka, więc nim się obejrzałem, skończyłem ją czytać.Mimo ciężkiego klimatu (przynajmniej jak na książkę dla dzieci I młodzieży),niektóre sceny są bardzo zabawne, co jest dobrym zabiegiem, biorąc pod uwagę główną grupę odbiorców powieści.„Komnata Tajemnic” ma jednak swoje mankamenty. Opowieść zawiera pewne luki fabularne oraz logiczne. O ile na te pierwsze można spokojnie przymknąć oko, o tyle drugi przypadek może sprawić problemy.Niekompetencja pewnych postaci w odniesieniu do ich rangi i stanowiska pracy, całkowicie kłóci się ze zdrowym rozsądkiem, podobnie jak decyzje niektórych postaci, podjęte w trakcie trwania akcji.Czy warto sięgnąć po tę powieść? Moim zdaniem tak. Ma ona całkiem ciekawą fabułę, nawet z perspektywy osoby dorosłej, a mroczny klimat sprawia, że czyta się ją z dreszczykiem emocji. Niestety, całość psują błędy fabularne i logiczne., lecz mimo to, warto przeżyć tę historię razem z Harrym, Ronem i Hermioną.","7.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Moja ulubiona książka z całej serii, wątek komnaty tajemnic i historii Szkoły Magii Hogwart otworzyła na świat, który w moich oczach wydawał się idealny - i do końca życia takim pozostanie!","9.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","2x czytanie, minęło kilkanaście lat, eng.Coś pięknego. Najbardziej tej części nie lubię, ale odkryłem ją pozytywnie na nowo. Świat i postacie wybaczają naiwności typu: potężni czarodziejowie w Hogwarcie nie likwidują zagrożeń i są momentami głupsi od 2- klasisty.Nadal magia uniwersum wssysa jak proszek Fiuu w kominku.No i oczywiście seria tych okładek. Świetne.","8.0"
"Harry Potter i Komnata Tajemnic","https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic","Druga część serii o Harrym Potterze była kiedyś moją ulubioną. Utrzymana w dużo mroczniejszym klimacie pozwalała wałęsać się po korytarzach zamku oświetlonych kandelabrami świec w poszukiwaniu mitycznych potworów czy składników do eliksiru wielosokowego, a jednocześnie na próbę rozwikłania tajemnicy Hogwartu, którą owiane są następujące po sobie przypadki spetryfikowanych uczniów.Harry schodzi zatem do komnaty tajemnic, niczym do własnej podświadomości, aby stawić czoła chaosowi przedstawionemu tu pod postacią mitycznego stwora. Wydawać by się mogło, że obawa potwora przed pianiem koguta to humorystyczny dodatek dla dzieci, jednak nic bardziej mylnego - to pianie, w sposób symboliczny, odnosi się do pokonania ciemności przez światło ogłaszające nadejście nowego dnia, co jest zgodne z mitologicznym i biblijnym znaczeniem tej konfrontacji. W podziemiach Harry będzie musiał stanąć oko w oko nie tylko ze swoimi lękami, ale również z cieniem przeszłości (tutaj rewelacyjny pomysł autorki na widmo postaci ukryte w magicznym przedmiocie) oraz nieświadomymi aspektami samego siebie – jako, że integracja cienia jest kluczowym elementem indywiduacji, Harry, który przez większą część powieści wypiera te myśli do podświadomości, w jej głębinach musi zaakceptować, że posiada pewne cechy wspólne z Voldemortem, ale jednocześnie różni się od niego swoją zdolnością do współczucia, miłości i lojalności wobec przyjaciół.Ostatecznie to Dumbledore, który pełni w powieści rolę duchowego przywódcy przypomina Harry'emu, że to nasze wybory, a nie zdolności, określają, kim naprawdę jesteśmy, rozwiewając tym samym targające nim niepewności.Czy Harry Potter wybierze dobro, pomimo podświadomych skłonności do czynienia straszliwego zła i niesamowitych korzyści z niego płynących, jest pytaniem o kondycję cywilizacji i każdego człowieka.","9.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Jeżeli ktoś ma wątpliwości, czy seria o Harry’m Potterze to odpowiednia lektura dla dzieci, ta część powinna je bezpowrotnie rozwiać. To nie przypadek, że po dziś dzień wzbudza ona wiele kontrowersji wśród czytelników, czy to za sprawą pożądanego „mroczniejszego klimatu” (nawet ekranizacja „Więźnia Azkabanu” odeszła od ciepłej, wręcz świątecznej wizji uniwersum stworzonej przez Chrisa Columbusa) czy niespójności fabularnej związanej z pojawieniem się zmieniacza czasu. I choć wprowadzenie tego drugiego wątku nie znajduje konsekwencji w kolejnych częściach, tak sposób w jaki Potter naucza się „rozświetlać mrok” wyczarowując patronusa, będzie rzutować na spójność rozwojową tej postaci już do końca serii.Dlaczego opanowanie tego zaklęcia jest tak istotne, a jednocześnie tak trudne dla trzynastolatka? Ponieważ tylko ono ma moc odpędzenia hordy zakapturzonych istot rodem z piekielnych czeluści, zwanych dementorami. Dementorzy to nic innego jak reprezentacja niszczącej siły depresji, smutku i strachu (unoszą się nad ludźmi w swych pelerynach niczym „czarne myśli” wysysające radość życia),ale w przypadku Harry’ego również traumy związanej ze śmiercią rodziców (każde spotkanie z dementorami kończy się dla bohatera wyjątkowo boleśnie – mdleje, a nawet słyszy krzyki swoich bliskich). Te doświadczenia uniemożliwiają młodemu człowiekowi osiąganie zamierzonych celów, ponieważ zupełnie nagle i niespodziewanie wydobywają na powierzchnię jego najgłębsze lęki i pozbawiają go energii życiowej w tak istotnych momentach jak chociażby mecz quiddicha. Owe dręczące demony sprawiają, że Harry decyduje się na swoistą formę ""psychoterapii"", którą przeprowadza jeden z nauczycieli Hogwartu, a której skutkiem ma być umiejętność wyczarowania świetlistej, niematerialnej formy symbolizującej siły wewnętrznego światła, zdolne do odpierania mrocznych wpływów – patronusa. Żeby go wyczarować potrzebne jest „specjalne zaklęcie, które działa tylko wtedy, jeśli czarodziej skupi się całą siłą woli na jednym, bardzo szczęśliwym wspomnieniu” (k. 251),co przypomina psychologiczny mechanizm pozytywnej reinterpretacji czy pozytywnego przewartościowania lub jungowską konfrontację z cieniem (pozytywne emocje, wspomnienia i siły psychiczne, które pozwalają na obronę przed ciemnością). W ten sposób, towarzysząc ulubionemu literackiemu bohaterowi, mimowolnie uczymy się strategii radzenia sobie z trudnymi sytuacjami. Idealne zastosowanie zdaje się znajdować tu wspominany wyżej zmieniacz czasu, który pokazuje czytelnikowi, że czas to nie tylko linearna sekwencja, ale także głębokie zrozumienie przeszłych traum i możliwości przyszłego rozwoju.Czy Harry nauczy się jak zamienić strach w wyzwolenie, gdy stanie oko w oko z podświadomymi lękami i traumą, które uniemożliwiają mu osiągnięcie celów w teraźniejszości?","9.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Kolejna ilustrowana część przygód młodego czarodzieja, a ja ponownie rozpływam się nad rysunkami, której pojawiają się w książce. Przepięknie uzupełniają treść, dając możliwość czytelnikowi poczucia prawdziwej aury Hogwartu i tego magicznego świata. Natomiast powrót do historii Harry'ego Pottera po latach to jak spotkanie dawno niewidzianego przyjaciela. Pamiętasz niektóre wydarzenia, jednak czas zatarł niektóre wspomnienia. Miło znowu sobie przypomnieć, za co pokochałam tę sagę.","10.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Z więzienia ucieka Syriusz Black Harry Potter poznaję huncwotów oraz ich mapę a kto nimi jest Remus Lupin czyli wi......... łapa czyli.......... Pot......... i pet...... ......................... polecam!","9.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","fav","10.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Książka dobra. Miejscami bardziej nudna niż film, i w dodatku bardzo długo się rozkręca","7.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Książka wprowadza golden trio w bardziej poważne kwestie. Niestety wprowadzenie zmieniacza czasu stworzyło absurd który rzuca się cieniem na całą serię. Powinna być niższa ocena ale za świetnie napisanego Lupina oraz dementorów 7 będzie odpowiednia","7.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Więzień Azkabanu jest w mojej opinii najsłabszą powieścią w cyklu o Harrym Potterze. Moim głównym zarzutem jest pojawianie się popularnych w popkulturze motywów na czele z podróżami w czasie. Zabieg jest bardzo ograny, nie wprowadza niczego nowego. Nie przepadam również za wilkołakami ( za wampirami również),co jest spowodowane nadmierną ekspozycją tych potworów we współczesnym kinie i literaturze, a ukazana w książce postać wilkołaka nie wyróżnia się w żaden szczególny sposób.Zmienia się również ton książki, który jest dostosowany do bardziej dojrzałego czytelnika. Mniejszy nacisk położono na aspekty związane z przyjaźnią, bardziej skupiono się na mroczniejszym charakterze opowieści. Plusem jest finałowy twist związany z tytułowym więźniem Azkabanu, jednakże zaskoczy on tylko tych, którzy nie mieli wcześniej do czynienia z książką czy filmem.Podsumowując, powieść nie jest zła, ale dla mnie to najsłabszy tom. Warto jednak go przeczytać, gdyż pojawiające się w nim postacie odegrają ważną rolę w późniejszych tomach cyklu.","6.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","„Harry Potter i Więzień Azkabanu” to kolejna część przygód młodego czarodzieja. Tym razem nie czyha na niego Lord Voldemort, a w po Hogwarcie nie śmiga żaden wielki wąż, czy trójgłowy pies. Tym razem zagrożenie stanowi osoba, która jako pierwsza uciekła ze straszliwego więzienia dla czarodziejów, Azkabanu – Syriusz Black.Trzeci rok nauki w Szkole Magii i Czarodziejstwa w Hogwarcie nie jest dla Harrego Pottera czasem, gdy może odetchnąć i odpocząć od czyhających na niego zagrożeń. Książka rozpoczyna się, klasycznie, od pobytu w domu wujostwa Harry'ego. Poznajemy siostrę jego wujka - ciotkę Marge, która jest tak samo miła i przyjazna, jak jej brat. Tym razem pobyt u rodziny kończy się ucieczką głównego bohatera i, finalnie, najprzyjemniejszymi wakacjami, jakie dotąd miał.W Hogwarcie nie jest bezpiecznie – ucieczka tytułowego więźnia Azkabanu sprawia, że cały czarodziejski świat zostaje postawiony na nogi. Fabuła książki skupia się głównie na historii Syriusza Blacka oraz jego wpływu na wydarzenia, które zmieniły życie Harry'ego.Fabuła serwuje nam kilka zaskakujących plot twistów, jest sporo nowych postaci, przedmiotów nauczania, narzędzi, którymi mogą posługiwać się czarodzieje, a także fantastycznych stworzeń, z dementorami na czele. Monstra, bardzo podobne do Nazgúli z Władcy Pierścieni, wysysają szczęście i, jeśli im się uda, duszę, są jednymi z najlepiej wymyślonych potworów w fantastyce (przynajmniej moim zdaniem).W końcu dostajemy pełen sezon rozgrywek quidditcha. Mimo że sama gra nie ma większego sensu, rozdziały opisujące mecze zawsze były mocnym punktem książek o Harrym. Innym plusem jest, standardowo, styl pisania Rowling. Podobnie jak w poprzedniczce, książkę czyta się bardzo szybko, rozdziały nie nużą i nim się obejrzymy, docieramy do ostatniej strony.Niestety, klasyczną bolączką w przypadku serii o Harrym Potterze jest sporo błędów i niezbyt logicznych rozwiązań. W niektórych momentach burzy to całkowicie odbiór książki, choć muszę przy tym zaznaczyć, że jest ich o wiele mniej niż w przypadku Kamienia Filozoficznego, czy Komnaty Tajemnic.Po „Więźnia Azkabanu” warto sięgnąć z kilku powodów. Mimo tego, że Rowling po raz kolejny nie ustrzegła się przed błędami logicznymi i fabularnymi lukami, to wciąż bardzo dobra książka przygodowo-fantastyczna, pełna ciekawych rozwiązań dotyczących budowy świata, interesujących postaci i ciekawej osi fabularnej, która zaskakuje swoją zawiłością.","7.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","W porządku.","8.0"
"Harry Potter i więzień Azkabanu","https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu","Treść miło było sobie przypomnieć w tak pięknej oprawie, z zachwycającymi ilustracjami.","10.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","W czwartej części serii towarzyszymy Harry’emu w pełnej napięcia i przygód podróży w dorosłość. Tytułowa Czara Ognia, która wybiera uczestników Turnieju Trójmagicznego, może być tu interpretowana jako symbol inicjacji, charakterystycznej dla wielu mitów i rytuałów przejścia. Dla Harry'ego, włączenie go do turnieju, mimo że jest za młody, symbolizuje gwałtowne wejście w dorosłość i konieczność zmierzenia się z nieznanym. Każde z zadań turnieju to przecież nic innego jak swoista próba przed którą staje bohater.W Harrym zaczynają odzywać się hormony oraz ciemne aspekty jego psychiki – rośnie nienawiść do Snape’a, którego wyobraża sobie trafionego jednym z zaklęć niewybaczalnych, z upodobaniem rzucanych przecież przez samych śmierciożerców, złość wobec Rona, który przez chwilę traci do niego zaufanie, czy zazdrość i zawiść wobec popularności jego turniejowego i sercowego rywala – Cedrika Diggory’ego. Harry odczuwa coraz częściej piekący ból blizny i zaczyna sobie uświadamiać głębokie połączenie z Voldemortem, którym został naznaczony w momencie narodzin, a które do tej pory starał się namiętnie wypierać. Poznajemy też mroczne aspekty samego Hogwartu, który swój splendor zawdzięcza niewolniczej pracy skrzatów domowych, a których los postanawia odmienić Hermiona Granger. To właśnie w tym tomie czytelnik zderza się ze smutną prawdą o świecie czarodziejów, którzy w kwestiach niewolnictwa (skrzaty domowe),rasizmu (śmierciożercy),uprzedzeń do innych gatunków (olbrzymi) czy szkolnego prześladowania nie ustępują żyjącym po drugiej stronie lustra mugolom. Pojawiają się również pierwsze znaki dotyczące nieudolności i skorumpowania przedstawicieli Ministerstwa Magii oraz prasy.Ta książka ukazuje jak trudny staje się wybór pomiędzy tym co słuszne, a tym co łatwe, a nade wszystko prowadzi do refleksji, że duchowe i psychiczne zmagania bohatera stają się ważniejsze niż materialne trofea.","9.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","Nic dodać, nic ująć. Czytałam w dzieciństwie, zrobiłam reread w dorosłości. Nie pamiętałam, że 4 część była aż tak dobra. A może teraz dopiero w pełni ją doceniłam?Przez większość czasu śmiałam się w głos. To prawdziwa przyjemność wrócić do jednej z ulubionych książek dzieciństwa i stwierdzić, że wcale nie straciła na uroku.Serdecznie polecam, to chyba moja nowa ulubiona część tej serii.","10.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","W tej książce jest najgorsza panna granger ktura nie powiem co robi","6.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","Jak doa mnie najlepsza z pierwszych 4","7.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","o niebo lepsza od adaptacji filmowej","9.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","„Harry Potter i Czara Ognia"" to czwarty tom serii o młodym czarodzieju. Tym razem głównego bohatera, czekają nowe wyzwania – w Hogwarcie ma się odbyć Turniej Trójmagiczny, a protagonista oczywiście zostaje jego uczestnikiem. Siły ciemności podnoszą łeb, a świat czarodziejów czeka prawdziwy wstrząs.Tym razem już na dzień dobry czuć, że ta opowieść będzie się mocno różnić od poprzednich. Scena otwierająca czwartą część Harry'ego Pottera od razu pokazuje, że tym razem będzie bardzo ciężko o dobre zakończenie. Klimat jest dużo bardziej mroczny, jest o wiele więcej przemocy, a finał zaskakuje swoją przewrotnością.Fabuła ma swoje problemy – klasycznie, pewne rzeczy nie mają sensu, np. widownia podczas drugiego i trzeciego zadania. Niestety kuleje również zachowanie spójności z poprzednimi częściami.Główna oś fabularna – idea Turnieju Trójmagicznego jest fascynująca, choć bardzo prosta w swoim pomyśle. Dzięki rozszerzeniu świata czarodziejów (o tym za chwilę),Rowling mogła wprowadzić więcej wątków pobocznych, które bardzo sprytnie związała w całość. Spisek, ujawniony na końcu powieści, wyjaśnia wiele rzecz i jest kapitalnie wymyślony.Poznajemy trochę szerzej świat czarodziejów, głównie dzięki międzynarodowemu charakterowi Turnieju Trójmagicznego oraz Mistrzostwom Świata w Quidditchu. Okazuje się, że istnieją inne szkoły magii poza Hogwartem, w innych krajach również istnieją ministerstwa magii, a Bułgaria i Irlandia to najlepsze drużyny Quidditcha na świecie.Nie brakuje tu starych znajomych, zarówno tych złych, jak i dobrych, wraca kilka postaci, a do tego wszystkiego dołącza sporo nowych bohaterów. Styl autorki po raz kolejny mnie zachwyca – jest na tyle lekki, że te 760 stron wręcz pochłonąłem.Czwarta część przygód Harry'ego Pottera nie jest powieścią dla dzieci – to historia o wiele bardziej brutalna i pełna przemocy. Nie brakuje tu dramatu, komedii, akcji ani przygody. Mimo kilku bolączek fabularno-logicznych, szczerze polecam przeczytać tę książkę.","8.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","Pierwszy raz spotykamy się w tej serii tak blisko ze śmiercią. Niestety patrząc logicznie cały turniej i jego zasady nie mają żadnego sensu. Jednak J.K potrafiła stworzyć książkę od której ciężko się oderwać. Jedna ze słabszych w serii ale nadal bardzo przyjemna w odbiorze","7.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","Kocham hp","9.0"
"Harry Potter i Czara Ognia","https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia","Ze wszystkich części ta jest w moim odczuciu najsmutniejszą. Mimo pięknych momentów i pięknych wydarzeń, zakończenie po prostu przekłuwa najtwardsze serce. Nie ulega jednak wątpliwości że książka jest bardzo dobrą pozycją, pełną zagadkowości.","8.0"
